Title,Author,Rating,Want to Read
Foundations of Data Science,"Avrim Blum, John Hopcroft, Ravindran Kannan",N/A,4 Want to read
Scientific programming and computer architecture,Divakar Viswanath,5.0 (1 rating),2 Want to read
"Mastering Microservices with Java: Build Enterprise Microservices with Spring Boot 2. 0, Spring Cloud, and Angular",Sourabh Sharma,N/A,N/A
Actes du 4e Colloque africain sur la recherche en informatique: CARI'98,African Conference on Research in Comput...,N/A,N/A
Learn to Tango with D,"Kris Bell, Lars Ivar Igesund, Sean Kelly, Michael Parker",N/A,N/A
"Computer, Intelligent Computing and Education Technology","Hsiang-Chuan Liu, Wen-Pei Sung, Wenli Yao",N/A,1 Want to read
Real-Time Linked Dataspaces: Enabling Data Ecosystems for Intelligent Systems,Edward Curry,N/A,N/A
"Education for Economic Security Act: hearings before the Subcommittee on Education, Arts, and Humanities of the Committee on Labor and Human Resources, United States Senate, Ninety-eighth Congress, first session, on S. 530 ... March 8, 9, and April 8, 1983, Washington, D.C.; March 21, 1983, Warwick, R.I.",United States. Congress. Senate. Committ...,N/A,N/A
Leaflet.js Essentials,Paul Crickard III,N/A,1 Want to read
"Model-Driven Engineering Languages and Systems: 16th International Conference, MODELS 2013, Miami, FL, USA, September 29 - October 4, 2013. Proceedings","Ana Moreira, Bernhard Schätz, Jeff Gray",N/A,N/A
"Open Source Systems: Towards Robust Practices 13th IFIP WG 2.13 International Conference, OSS 2017, Buenos Aires, Argentina, May 22-23, 2017, Proceedings",Federico Balaguer,N/A,N/A
"Programming Languages: 17th Brazilian Symposium, SBLP 2013, Brasília, Brazil, September 29- October 4, 2013, Proceedings","Andre Rauber Du Bois, Phil Trinder",N/A,N/A
"Multiparticle Quantum Scattering with Applications to Nuclear, Atomic and Molecular Physics","Donald G. Truhlar, Barry Simon",N/A,N/A
Domains and lambda-calculi,Roberto M. Amadio,N/A,N/A
Disentangling Participation: Power and Decision-Making in Participatory Design,"Tone Bratteteig, Ina Wagner",N/A,N/A
3D Multiscale Physiological Human,"Nadia Magnenat-Thalmann, Osman Ratib, Hon Fai Choi",N/A,N/A
"Advanced Machine Learning Technologies and Applications: Second International Conference, AMLTA 2014, Cairo, Egypt, November 28-30, 2014. Proceedings","Aboul Ella Hassanien, Roheet Bhatnagar, Ashraf Darwish",N/A,1 Want to read
Viability Theory: New Directions,"Jean-Pierre Aubin, Alexandre M. Bayen, Patrick Saint-Pierre",N/A,N/A
Computing in Nonlinear Media and Automata Collectives,Andrew Adamatzky,N/A,N/A
Nine Algorithms That Changed the Future: The Ingenious Ideas That Drive Today's Computers,John MacCormick,N/A,N/A
Mathematical Modelling of Evolution : Vol. 1: One-Locus and Multi-Locus Theory and Recombination,Igor M. Rouzine,N/A,N/A
"Physiological Computing Systems: Third International Conference, PhyCS 2016, Lisbon, Portugal, July 27-28, 2016, Revised Selected Papers","Hugo Plácido da Silva, Andreas Holzinger, Stephen Fairclough, Dennis Majoe",N/A,1 Want to read
Insight into Theoretical and Applied Informatics: Introduction to Information Technologies and Computer Science,"Andrzej Yatsko, Walery Suslow",N/A,N/A
Computational Sciences,"Ponnadurai Ramasami, Bandyopadhyay Akra, Mauricio Alcolea Palafox, Sachin Bhalekar, Sutapa Biswas Majee",N/A,1 Want to read
"Reversible Computation: 6th International Conference, RC 2014, Kyoto, Japan, July 10-11, 2014. Proceedings","Shigeru Yamashita, Shin-ichi Minato",N/A,N/A
Informatik: Eine Praktische Einführung Mit Bash und Python,Tobias Häberlein,N/A,2 Want to read
"Engineering Multi-Agent Systems: First International Workshop, EMAS 2013, St. Paul, MN, USA, May 6-7, 2013, Revised Selected Papers","Massimo Cossentino, Amal El Fallah Seghrouchni, Michael Winikoff",N/A,N/A
"High Order Nonlinear Numerical Schemes for Evolutionary PDEs: Proceedings of the European Workshop HONOM 2013, Bordeaux, France, March 18-22 2013","Rémi Abgrall, H. Beaugendre, Pietro Marco Congedo, Cécile Dobrzynski, Mario Ricchiuto",N/A,N/A
Socio-Technical Design of Ubiquitous Computing Systems,"Klaus David, Kurt Geihs, Jan Marco Leimeister, Alexander Roßnagel, Ludger Schmidt",N/A,N/A
"Privacy and Identity Management for Emerging Services and Technologies: 8th IFIP WG 9. 2, 9. 5, 9. 6/11. 7, 11. 4, 11. 6 International Summer School, Nijmegen, the Netherlands, June 17-21, 2013, Revised Selected Papers","Marit Hansen, Jaap-Henk Hoepman, Ronald Leenes, Diane Whitehouse",N/A,N/A
"COOP 2014 - Proceedings of the 11th International Conference on the Design of Cooperative Systems, 27-30 May 2014, Nice (France)","Chiara Rossitto, Luigina Ciolfi, David Martin, Bernard Conein",N/A,N/A
"Privacy in a Digital, Networked World: Technologies, Implications and Solutions","Sherali Zeadally, Mohamad Badra",N/A,3 Want to read
"Rough Sets and Intelligent Systems Paradigms: International Conference, RSEISP 2007, Warsaw, Poland, June 28-30, 2007, Proceedings","Marzena Kryszkiewicz, Chris Cornelis, Davide Ciucci, Jesús Medina-Moreno, Hiroshi Motoda",N/A,N/A
Elements of Knowledge Organization,Richard P. Smiraglia,N/A,N/A
"SAGA - Advances in Shapes, Geometry, and Algebra: Results from the Marie Curie Initial Training Network","Tor Dokken, Georg Muntingh",N/A,N/A
Concrete Semantics: A Proof Assistant Approach,"Tobias Nipkow, Gerwin Klein",N/A,N/A
Ubiquitous Music,"Damián Keller, Victor Lazzarini, Marcelo S. Pimenta",N/A,N/A
Trends in Contemporary Mathematics,"Vincenzo Ancona, Elisabetta Strickland",N/A,N/A
"Conceptual Modeling: 33rd International Conference, ER 2014, Atlanta, GA, USA, October 27-29,2014. Proceedings","Eric Yu, Gillian Dobbie, Matthias Jarke, Sandeep Purao",N/A,N/A
"Digital Services and Information Intelligence: 13th IFIP WG 6. 11 Conference on e-Business, e-Services, and e-Society, I3E 2014, Sanya, China, November 28-30, 2014, Proceedings","Hongxiu Li, Matti Mäntymäki, Xianfeng Zhang",N/A,N/A
Theoretische Informatik - Ganz Praktisch,"Lukas König, Friederike Pfeiffer-Bohnen, Hartmut Schmeck",N/A,1 Want to read
"Computer Science - Theory and Applications: 11th International Computer Science Symposium in Russia, CSR 2016, St. Petersburg, Russia, June 9-13, 2016, Proceedings","Alexander S. Kulikov, Gerhard J. Woeginger",N/A,N/A
"Smart Learning Objects for Smart Education in Computer Science: Theory, Methodology and Robot-Based Implementation",Vytautas Stuikys,N/A,N/A
Semantics of Probabilistic Processes: An Operational Approach,Yuxin Deng,N/A,N/A
"Computational Science -- ICCS 2005: 5th International Conference, Atlanta, GA, USA, May 22-25, 2005, Proceedings, Part III","V.S. Sunderam, G. Dick van Albada, Peter M. A. Sloot, J. J. Dongarra",N/A,N/A
"Rewriting Logic and Its Applications: 10th International Workshop, WRLA 2014, Held As a Satellite Event of ETAPS, Grenoble, France, April 5-6, 2014, Revised Selected Papers",Santiago Escobar,N/A,N/A
M Is for  Monkey: A Guide to the M Language in Excel Power Query,"Ken Puls, Miguel Escobar",N/A,1 Want to read
"Mathematics and Computing 2013: International Conference in Haldia, India","Ram N. Mohapatra, Debasis Giri, P.K. Saxena, P. D. Srivastava",N/A,N/A
"Learning and Intelligent Optimization: 15th International Conference, LION 15, Athens, Greece, June 20-25, 2021, Revised Selected Papers","Panos M. Pardalos, Mauricio G. C. Resende, Chrysafis Vogiatzis, Jose L. Walteros",N/A,N/A
"Letts GCSE Revision Success - New 2016 Curriculum - GCSE Computer Science: Exam Practice Workbook, with Practice Test Paper",Collins UK,N/A,1 Want to read
"Runtime Verification: 4th International Conference, RV 2013, Rennes, France, September 24-27, 2013, Proceedings","Axel Legay, Saddek Bensalem",N/A,N/A
Enterprise Systems Integration: A Process-Oriented Approach,Diogo R. Ferreira,N/A,N/A
Multicore Systems on-Chip: Practical Software/Hardware Design,Abderazek Ben Abdallah,N/A,N/A
Logics in Computer Science: A Study on Extensions of Temporal and Strategic Logics,Fabio Mogavero,N/A,N/A
"Scalable Uncertainty Management: 7th International Conference, SUM 2013, Washington, DC, USA, September 16-18, 2013, Proceedings","Weiru Liu, V. S. Subrahmanian, Jef Wijsen",N/A,N/A
Logic Programming with Prolog,Max Bramer,N/A,N/A
"Better Decision Making in Complex, Dynamic Tasks: Training with Human-Facilitated Interactive Learning Environments",Hassan Qudrat-Ullah,N/A,N/A
Geometric Properties for Incomplete Data (Computational Imaging and Vision),Reinhard Klette,N/A,N/A
Computer Vision Beyond the Visible Spectrum (Advances in Pattern Recognition),Bir Bhanu,N/A,N/A
"Graph Theory, Combinatorics and Algorithms: Interdisciplinary Applications (Operations Research/Computer Science Interfaces Series)",Martin Charles Golumbic,N/A,N/A
"Information Systems Development: Advances in Theory, Practice, and Education","Olegas Vasilecas, Albertas Caplinskas, Wita Wojtkowski, Joze Zupancic, W. Gregory Wojtkowski",N/A,N/A
Text Mining: Predictive Methods for Analyzing Unstructured Information,"Sholom Weiss, Nitin Indurkhya, Tong Zhang, Fred J. Damerau",N/A,1 Want to read
Exploratory Analysis of Spatial and Temporal Data: A Systematic Approach,"Natalia Andrienko, Gennady Andrienko",N/A,1 Want to read
Bayesian Core: A Practical Approach to Computational Bayesian Statistics (Springer Texts in Statistics),"Jean-Michel Marin, Christian P. Robert",N/A,N/A
Discrete Mathematics Using a Computer,"John O'Donnell, Cordelia Hall, Rex Page",N/A,2 Want to read
Multifield Problems in Solid and Fluid Mechanics (Lecture Notes in Applied and Computational Mechanics),"Rainer Helmig, Alexander Mielke, Barbara I. Wohlmuth",N/A,N/A
Java Methods for Financial Engineering: Applications in Finance and Investment,Philip Barker,N/A,N/A
Computational Electromagnetics (Texts in Applied Mathematics),"Anders Bondeson, Thomas Rylander, Par Ingelström",N/A,N/A
Modeling and Simulation in Scilab/Scicos with ScicosLab 4. 4,"Stephen L. Campbell, Jean-Philippe Chancelier, Ramine Nikoukhah",N/A,N/A
"COMPSTAT 2006 - Proceedings in Computational Statistics: 17th Symposium Held in Rome, Italy, 2006",Alfredo Rizzi,N/A,N/A
A Software-Defined GPS and Galileo Receiver: A Single-Frequency Approach (Applied and Numerical Harmonic Analysis),"Kai Borre, Dennis M. Akos, Nicolaj Bertelsen, Peter Rinder, Soren Holdt Jensen",N/A,N/A
Software Process Modeling (International Series in Software Engineering),Natalia Juristo,N/A,1 Want to read
"Object-Oriented Metrics in Practice: Using Software Metrics to Characterize, Evaluate, and Improve the Design of Object-Oriented Systems","Michele Lanza, Radu Marinescu",N/A,1 Want to read
Advances in Time-Delay Systems,Silviu-Iulian Niculescu,N/A,N/A
A trajetória dos cursos de graduação da área de computação e informática: 1969-2006,N/A,N/A,N/A
Computing the Electrical Activity in the Heart (Monographs in Computational Science and Engineering),"Joakim Sundnes, Glenn Terje Lines, Xing Cai, Bjørn Fredrik Nielsen, Kent-Andre Mardal, Aslak Tveito",N/A,N/A
Logics of Specification Languages (Monographs in Theoretical Computer Science. An EATCS Series),"D. Bjørner, Martin C. Henson",N/A,N/A
Web Engineering,Emilia Mendes,N/A,N/A
"The next wave in computing, optimization, and decision technologies","Raghavan, S., Edward A. Wasil",N/A,N/A
Adaptive Business Intelligence,"Zbigniew Michalewicz, Martin Schmidt, Matthew Michalewicz, Constantin Chiriac",N/A,1 Want to read
"Agents for games and simulations: trends in techniques, concepts and design",Frank Dignum,N/A,N/A
Software Product Quality Control,Stefan Wagner,N/A,N/A
Ontology Matching,"Jérôme Euzenat, Pavel Shvaiko",N/A,N/A
"Multimodal Brain Image Analysis: First International Workshop, MBIA 2011, Held in Conjunction with MICCAI 2011, Toronto, Canada, September 18, 2011. Proceedings",Tianming Liu,N/A,N/A
Learning Design: A Handbook on Modelling and Delivering Networked Education and Training,Rob Koper,N/A,N/A
Inverse Problems and Large-Scale Computations,Larisa Beilina,N/A,N/A
Industrial Deployment of System Engineering Methods,Alexander Romanovsky,N/A,N/A
Interfacing with C++: Programming Real-World Applications,Jayantha Katupitiya,N/A,1 Want to read
Intrusion Detection for IP-Based Multimedia Communications over Wireless Networks,Jin Tang,N/A,N/A
Code Generation with Templates,A. Serebrenik,N/A,1 Want to read
"Combinatorial Algorithms: 21st International Workshop, IWOCA 2010, London, UK, July 26-28, 2010, Revised Selected Papers",Costas S. Iliopoulos,N/A,N/A
The Italian Language in the Digital Age,"Georg Rehm, Hans Uszkoreit",N/A,N/A
Twitter Data Analytics,Huan Liu,N/A,N/A
Handling Emotions in Human-Computer Dialogues,Johannes Pittermann,N/A,N/A
Advances in Generative Lexicon Theory,Pierrette Bouillon,N/A,N/A
Handbook of Large-Scale Random Networks,Bela Bollobas,N/A,N/A
Contextual Computing: Models and Applications,Robert Porzel,N/A,N/A
Digital Design of Nature: Computer Generated Plants and Organics (X.media.publishing),Oliver Deussen,N/A,N/A
Virtual Realities: Dagstuhl Seminar 2008,Guido Brunnett,N/A,N/A
Methods of Cut-Elimination,Alexander Leitsch,N/A,N/A
Barriers and Biases in Computer-Mediated Knowledge Communication: And How They May Be Overcome (Computer-Supported Collaborative Learning Series),"Rainer Bromme, Friedrich W. Hesse, Hans Spada",N/A,N/A
"Progress in Wall Turbulence: Understanding and Modeling: Proceedings of the WALLTURB International Workshop held in Lille, France, April 21-23, 2009",Michel Stanislas,N/A,N/A
"Multimedia Multiprocessor Systems: Analysis, Design and Management",Akash Kumar,N/A,N/A
Advances in Computational Algorithms and Data Analysis,Sio-Iong Ao,N/A,N/A
"Applied Cryptography and Network Security: 5th International Conference, ACNS 2007, Zhuhai, China, June 5-8, 2007, Proceedings (Lecture Notes in Computer Science)","Jonathan Katz, Moti Yung",N/A,N/A
Modeling Time in Computing,Angelo Morzenti,N/A,N/A
Analysis of Boolean Functions,Ryan O'Donnell,N/A,1 Want to read
Scientific Computing in Electrical Engineering (Mathematics in Industry / The European Consortium for Mathematics in Industry),Angelo Marcello Anile,N/A,1 Want to read
Bioinspired Computation in Combinatorial Optimization: Algorithms and Their Computational Complexity,Frank Neumann,N/A,N/A
Pro Apache Struts with Ajax (Expert's Voice in Java),John Carnell,N/A,N/A
"Evolution of 3G Networks: The Concept, Architecture and Realization of Mobile Networks Beyond UMTS",Gottfried Punz,N/A,N/A
"Privacy Enhancing Technologies: 6th International Workshop, PET 2006, Cambridge, UK, June 28-30, 2006, Revised Selected Papers (Lecture Notes in Computer Science)",George Danezis,N/A,N/A
Achievements in European Research on Grid Systems: CoreGRID Integration Workshop 2006(Selected Papers),"Sergei Gorlatch, Marian Bubak, Thierry Priol",N/A,N/A
Adobe ColdFusion anthology: clear and concise concepts from the Fusion authority,"Michael Dinowitz, Judith Dinowitz",N/A,N/A
Networked neighbourhoods: the connected community in context,Patrick Purcell,N/A,N/A
Quantum Computation and Information: From Theory to Experiment (Topics in Applied Physics),Masahito Hayashi,N/A,N/A
Convergence and Applications of Newton-type Iterations,Ioannis K. Argyros,N/A,N/A
"Advances in Systems, Computing Sciences and Software Engineering: Proceedings of SCSS 2005","Tarek Sobh, Khaled Elleithy",N/A,N/A
R-Trees: Theory and Applications (Advanced Information and Knowledge Processing),"Yannis Manolopoulos, Alexandros Nanopoulos, Apostolos N. Papadopoulos, Y. Theodoridis",N/A,N/A
Designing personalized user experiences in eCommerce,John Karat,N/A,1 Want to read
Graduate Programs in Engineering & Computer Science,"Wintergreen, Orchard House Inc.",N/A,1 Want to read
Computational aspects of model choice,Jaromir Antoch,N/A,N/A
"Proceedings: International Symposium on Computer Science and Computational Technology ; ISCSCT 2008 ; Shanghai, China, 20-22 December 2008",International Symposium on Computer Scie...,N/A,N/A
Semiotic Flesh: Information and the Human Body (Short Studies from the Walter Chapin Simpson Center for the Humanities),"Phillip Thurtle, Robert Mitchell",N/A,N/A
Basics of Fluid Mechanics and Introduction to Computational Fluid Dynamics (Numerical Methods and Algorithms),"Titus Petrila, Damian Trif",N/A,N/A
"Designing Ubiquitous Information Environments: Socio-Technical Issues and Challenges: IFIP TC8 WG 8.2 International Working Conference, August 1-3, 2005, ... Federation for Information Processing)",Carsten Sørensen,N/A,N/A
Stream Data Management (Advances in Database Systems),Mahdi Abdelguerfi,N/A,N/A
"A computational model of natural language communication: interpretation, inference, and production in database semantics",Roland R. Hausser,N/A,N/A
"Anglo-russkiĭ slovarʹ po vychislitelʹnoĭ tekhnike: kompi͡u︡tery, mulʹtimedia, seti, Internet, telekommunikat͡s︡ii, Windows : ok. 28,000 terminov","M. S. Blekhman, M. Gutkin, I. Fagradiants",N/A,N/A
Embedded software development with C,Kai Qian,N/A,2 Want to read
RESTful Java with JAX-RS,Bill Burke,N/A,2 Want to read
Advanced computational methods in science and engineering,"Barry Koren, Kees Vuik",N/A,N/A
Visualizing technology,Debra Geoghan,N/A,N/A
Being Geek: The Software Developer's Career Handbook,Michael Lopp,2.3 (3 ratings),7 Want to read
Change management for semantic web services,Xumin Liu,N/A,N/A
Oracle PL/SQL recipes: a problem-solution approach,Josh Juneau,N/A,N/A
Creative Blogging: Your First Steps to a Successful Blog,Heather Wright-Porto,N/A,N/A
Introduction to software process improvement,Gerard O'Regan,N/A,N/A
A generative theory of relevance,Victor Lavrenko,N/A,N/A
"Usability testing essentials: ready, set-- test",Carol M. Barnum,N/A,2 Want to read
Multimodal usability,Niels Ole Bernsen,N/A,1 Want to read
CouchDB: The Definitive Guide,"J. Chris Anderson, Jan Lehnardt, Noah Slater",N/A,2 Want to read
Linguistic modeling of information and markup languages: contributions to language technology,Andreas Witt,N/A,N/A
"Applications of graph transformations with industrial relevance: third international symposium, AGTIVE 2007, Kassel, Germany, October 10-12, 2007 : revised selected and invited papers","AGTIVE 2007 (2007 Kassel, Germany)",N/A,N/A
Discovering Computers 2008: Complete (Shelly Cashman Series) (Shelly Cashman Series),"Shelly Cashman Vermaat, Gary B. Shelly, Thomas J. Cashman, Misty E. Vermaat",N/A,1 Want to read
Discovering Computers 2009: Complete,Gary B. Shelly,N/A,3 Want to read
Genetic Programming Theory and Practice VI,Rick Riolo,N/A,N/A
Lexique de l'informatique =: Informatics glossary,François Mouzard,N/A,N/A
Hagenberg Research,Bruno Buchberger,N/A,N/A
"Foundations of Software Technology and Theoretical Computer Science: 19th Conference, Chennai, India, December 13-15, 1999 Proceedings (Lecture Notes in Computer Science)","C. Pandu Rangan, R. Ramanujam",N/A,1 Want to read
Getting started with netbooks,Nancy Nicolaisen,N/A,N/A
Security for Web Services and Service-Oriented Architectures,Elisa Bertino,N/A,N/A
Model-Based Software Performance Analysis,Vittorio Cortellessa,N/A,1 Want to read
Engineering and managing software requirements,Claes Wohlin,N/A,N/A
Integral and Diagnostic Intrusive Prediction of Speech Quality,Nicolas Côté,N/A,N/A
Advanced Memory Optimization Techniques for Low-Power Embedded Processors,Manish Verma,N/A,N/A
"Data Engineering: Mining, Information and Intelligence",Yupo Chan,N/A,N/A
Designing Interfaces in Public Settings: Understanding the Role of the Spectator in Human-Computer Interaction,Stuart Reeves,N/A,N/A
IPhone and iPad apps for absolute beginners,Rory Lewis,N/A,N/A
Security and Telecommunications Networks (Advances in Information Security),Patrick Traynor,N/A,N/A
"Towards Sustainable Society on Ubiquitous Networks: The 8th IFIP Conference on e-Business, e-Services, and e-Society (I3E 2008), September 24–16, 2008, Tokyo, Japan",Makoto Oya,N/A,N/A
Theoretical foundations of computer vision,"Reinhard Klette, Franc Solina",N/A,N/A
Geodynamics of the Lithosphere,Kurt Stüwe,N/A,N/A
Handbook of Spatial Logics,Marco Aiello,N/A,N/A
Bengali-English English-Bengali computer science glossary,A. A. Munir Hasan,N/A,N/A
Foundation ActionScript 3.0 with Flash CS3 and Flex,Steve Webster,N/A,N/A
"Integrating technology into computer science education: Uppsala, Sweden, June 2-4, 1997",SIGCSE/SIGCUE Joint Conference on Integr...,N/A,N/A
2000 IEEE INTERNATIONAL PROFESSIONAL COMMUNICATIONS CONFERENCE.,International Professional Communication...,N/A,N/A
Probability models for computer science,Sheldon M. Ross,N/A,6 Want to read
"International Conference Of Computational Methods In Sciences And Engineering (ICCSME 2005) (Advances in Computational Methods in Sciences and Engineering 2005, Volume 4B)",International Conference of Computationa...,N/A,N/A
"Foundations of software science and computation structures: 8th international conference, FOSSACS 2005, held as part of the Joint European Conferences on Theory and Practice of Software, ETAPS 2005, Edinburgh, April 4-8, 2005 : proceedings","FOSSACS 2005 (2005 Edinburgh, Scotland)",N/A,N/A
"Computational Science and Its Applications - ICCSA 2004: International Conference, Assisi, Italy, May 14-17, 2004, Proceedings, Part IV (Lecture Notes in Computer Science)","ICCSA 2004 (2004 Assisi, Italy)",N/A,N/A
"New Developments In Parsing Technology (Text, Speech and Language Techology) (Text, Speech and Language Technology)",International Workshop on Parsing Techno...,N/A,N/A
Visualization In Scientific Computing 95 (Eurographics),"Eurographics Workshop (6th 1995 Chia, It..., Riccardo Scateni, Jarke J. Wijk, Pietro van Zanarini",N/A,1 Want to read
Software Science and Engineering: Selected Papers from the Kyoto Symposia (Series in Computer Science),Ikuo Nakata,N/A,N/A
"Automata, languages, and programming: 20th International Colloquium, ICALP 93, Lund, Sweden, July 5-9, 1993 : proceedings","International Colloquium on Automata, La..., A. Lingas, R. Karlsson",N/A,N/A
Introduction to geometric computing,Sherif Ghali,N/A,1 Want to read
Ten years LNMB: Ph. D. research and graduate courses of the Dutch Network of Operations Research,W.k.k. Ed Haneveld,N/A,N/A
"Engineering interactive systems 2008: Second Conference on Human-Centered Software Engineering, HCSE 2008 and 7th International Workshop on Task Models and Diagrams, TAMODIA 2008, Pisa, Italy, September 25-26, 2008 : proceedings",Conference on Human-Centered Software En...,N/A,N/A
Distributed event-based systems,"Gero Muehl, Gero Mühl, Ludger Fiege, Peter Pietzuch",N/A,N/A
Formal Methods for Distributed System Development (IFIP International Federation for Information Processing),IFIP TC6 WG6.1 Joint International Confe...,N/A,N/A
Biologically Inspired Algorithms for Financial Modelling (Natural Computing Series),"Anthony Brabazon, Michael O'Neill",N/A,N/A
Legal Programming: Designing Legally Compliant RFID and Software Agent Architectures for Retail Processes and Beyond (Integrated Series in Information Systems),"Brian Subirana, Malcolm Bain",N/A,N/A
Designing with Video: Focusing the user-centred design process,"Salu Ylirisku, Jacob Buur",N/A,N/A
Algorithm-Architecture Matching for Signal and Image Processing: Best papers from Design and Architectures for Signal and Image Processing 2007 & 2008 & 2009,Guy Gogniat,N/A,N/A
Applications of process algebra,J. C. M. Baeten,N/A,N/A
Modeling languages in mathematical optimization,Josef Kallrath,N/A,N/A
Designing TSVs for 3D Integrated Circuits,Nauman Khan,N/A,N/A
"Design, Specification & Verification of Interactive Systems '95: Proceedings of the Eurographics Workshop in Toulouse, France, June 7-9, 1995 (Eurographics)","Francois-Regis Bastide, Philippe Palanque",N/A,N/A
Thesis Projects: A Guide for Students in Computer Science and Information Systems,"Mikael Berndtsson, Jörgen Hansson, B. Olsson, B. Lundell",N/A,2 Want to read
Fundamentals of Discrete Math for Computer Science: A Problem-Solving Primer,Tom Jenkyns,N/A,N/A
Beginning IOS 6 Games Development,Lucas Jordan,N/A,N/A
Peer-to-Peer Computing for Mobile Networks: Information Discovery and Dissemination,"Maria Papadopouli, Henning Schulzrinne",N/A,N/A
Inside radio: an attack and defense guide,Qing Yang,N/A,N/A
"Numerical methods for computer science, engineering, and mathematics",John H. Mathews,N/A,2 Want to read
Cambridge ICT Starters: Initial Steps,"Jill Jesson, Graham Peacock",N/A,6 Want to read
Matrix Computing for 11-14: Teacher Handbook 3,LEVINE,N/A,2 Want to read
Graph Theory with Algorithms and its Applications: In Applied Science and Technology,Santanu Saha Ray,N/A,1 Want to read
Guide to Cloud Computing: Principles and Practice,Richard Hill,N/A,N/A
Advanced Methods in Computer Graphics: With examples in OpenGL,Ramakrishnan Mukundan,N/A,N/A
Model-Based Development and Evolution of Information Systems: A Quality Approach,John Krogstie,N/A,N/A
Model Based Parameter Estimation: Theory and Applications,Hans Georg Bock,N/A,N/A
"Model Driven Engineering Languages and Systems: 15th International Conference, MODELS 2012, Innsbruck, Austria, September 30–October 5, 2012. Proceedings",Robert B. France,N/A,N/A
"Modeling, Analysis and Optimization of Network-on-Chip Communication Architectures",Umit Y. Ogras,N/A,N/A
Modeling Approaches and Algorithms for Advanced Computer Applications,Abdelmalek Amine,N/A,N/A
"Modeling and Mining Ubiquitous Social Media: International Workshops MSM 2011, Boston, MA, USA, October 9, 2011, and MUSE 2011, Athens, Greece, September 5, 2011, Revised Selected Papers",Martin Atzmueller,N/A,N/A
Modeling of Physiological Flows,Davide Ambrosi,N/A,N/A
"Modeling, Simulation, and Optimization of Integrated Circuits: Proceedings of a Conference held at the Mathematisches Forschungsinstitut, Oberwolfach, November 25-December 1, 2001",K. Antreich,N/A,N/A
"Cellular Automata: 10th International Conference on Cellular Automata for Research and Industry, ACRI 2012, Santorini Island, Greece, September 24-27, 2012. Proceedings",Georgios Ch Sirakoulis,N/A,1 Want to read
"Microelectronic Systems: Circuits, Systems and Applications",Albert Heuberger,N/A,N/A
Mining Text Data,Charu C. Aggarwal,N/A,4 Want to read
Guide to Java: a concise introduction to programming,James T. Streib,N/A,N/A
Handbook of Neuroevolution Through Erlang,Gene I. Sher,N/A,N/A
"Pro .NET 1.1 Remoting, Reflection, and Threading","David Curran, Fabio Claudio Ferracchiati, Syed Fahad Gilani, Mike Gillespie, Sandra Gopikrishna, James Hart, Benny K. Mathew, Andy Olsen, Jon Pinnock, 2 others",N/A,N/A
Android Apps Security,Sheran Gunasekera,N/A,N/A
Anonymization,Rolf H. Weber,N/A,N/A
"Applications of Graph Transformations with Industrial Relevance: 4th International Symposium, AGTIVE 2011, Budapest, Hungary, October 4-7, 2011, Revised Selected and Invited Papers",Andy Schürr,N/A,N/A
Foundation ActionScript for Flash 8 (Foundation),"Sham Bhangal, Kristian Besley, David Powers",N/A,N/A
"Atoms, Molecules and Optical Physics 2: Molecules and Photons - Spectroscopy and Collisions","Ingolf V. Hertel, Claus-Peter Schulz",N/A,N/A
"PRICAI 2014 : Trends in Artificial Intelligence: 13th Pacific Rim International Conference on Artificial Intelligence, PRICAI 2014, Gold Coast, QLD, Australia, December 1-5, 2014, Proceedings","Duc-Nghia Pham, Seong-Bae Park",N/A,N/A
"Emerging Pervasive Information and Communication Technologies: Ethical Challenges, Opportunities and Safeguards",Kenneth D. Pimple,N/A,N/A
Electronic Visualisation in Arts and Culture,"Jonathan P. Bowen, Suzanne Keene, Kia Ng",N/A,N/A
"Advances in Production Management Systems. Value Networks : Innovation, Technologies, and Management: IFIP WG 5. 7 International Conference, APMS 2011, Stavanger, Norway, September 26-28, 2011, Revised Selected Papers","Jan Frick, Bjørge Timenes Laugen",N/A,N/A
"New Horizons in Web Based Learning: ICWL 2011 International Workshops, KMEL, ELSM, and SPeL, Hong Kong, December 8-19, 2011; ICWL 2012 International Workshops, KMEL, SciLearn, and CCSTED, Sinaia, Romania, September 2-4, 2012, Revised Selected Papers","Dickson K.W. Chiu, Minhong Wang, Elvira Popescu, Qing Li, Rynson Lau",N/A,N/A
"Computer Science and Its Applications: 5th IFIP TC 5 International Conference, CIIA 2015, Saida, Algeria, May 20-21, 2015, Proceedings","Abdelmalek Amine, Ladjel Bellatreche, Zakaria Elberrichi, Erich J. Neuhold, Robert Wrembel",N/A,N/A
Social Computing and Behavioral Modeling,"Huan Liu, John Salerno, Michael J. Young",N/A,N/A
"Towards the Multilingual Semantic Web: Principles, Methods and Applications",Paul Buitelaar,N/A,N/A
Exercises in Computational Mathematics with MATLAB,"Tom Lyche, Jean-Louis Merrien",N/A,N/A
"Measurement Methodology and Tools: First European Workshop, FP7 FIRE/EULER Project, May 9, 2012, Aalborg, Denmark, Invited Papers","Lluís Fàbrega, Pere Vilà, Davide Careglio, Dimitri Papadimitriou",N/A,N/A
